SampleID	CollectionDate	Subject	Subj_Certainty	SampleCollectedBy	SampleNotes	n_dna_extractions	n_rna_extractions	n_seq_16s	ExtractID_RNA	ExtractDate_RNA	ExtractedBy_RNA	ExtractKit_RNA	ExtractBox_RNA	ExtractNotes_RNA	ExtractConc_RNA	ExtractID_DNA	ExtractDate_DNA	ExtractedBy_DNA	ExtractKit_DNA	ExtractBox_DNA	ExtractNotes_DNA	ExtractConc_DNA	SequenceID	Seq_16sDate	Pipeline	LibraryTube	LibraryBarcode	LibraryFinalConc	LibraryPoolVol_ul	LibraryCode
HDZ-405	2024-03-23	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-405-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		39	HDZ-405-S335	2024-09-09	16S	13	16S13	NA	NA	PL015
HDZ-406	2024-03-22	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-406-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		38	HDZ-406-S336	2024-09-09	16S	14	16S14	NA	NA	PL015
HDZ-407	2024-03-15	Warble	yes	HDZ Keepers	Sample is very red	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-407-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		18	HDZ-407-S337	2024-09-09	16S	15	16S15	NA	NA	PL015
HDZ-408	2024-03-15	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-408-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		63	HDZ-408-S338	2024-09-09	16S	16	16S16	NA	NA	PL015
HDZ-409	2024-03-12	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-409-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		30	HDZ-409-S339	2024-09-09	16S	17	16S17	NA	NA	PL015
HDZ-410	2024-02-26	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-410-E1	2024-09-06	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		62	HDZ-410-E1-S349	2024-09-20	16S	4	16S4	NA	NA	PL016
HDZ-411	2024-02-01	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-411-E1	2024-09-06	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		45	HDZ-411-E1-S350	2024-09-20	16S	5	16S5	NA	NA	PL016
HDZ-412	2024-07-01	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-412-E1	2024-08-27	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		44	HDZ-412-S319	2024-09-06	16S	20	16S20	NA	NA	PL014
HDZ-413	2024-06-30	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-413-E1	2024-08-27	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		72	HDZ-413-S320	2024-09-06	16S	21	16S21	NA	NA	PL014
HDZ-414	2024-06-26	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-414-E1	2024-08-27	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		88	HDZ-414-S321	2024-09-06	16S	22	16S22	NA	NA	PL014
HDZ-415	2024-06-24	Warble	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-415-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		98	HDZ-415-S206	2024-08-16	16S	22	16S22	NA	NA	PL009
HDZ-416	2024-06-21	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-416-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		45	HDZ-416-S220	2024-08-21	16S	13	16S13	NA	NA	PL010
HDZ-417	2024-06-23	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-417-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		57	HDZ-417-S221	2024-08-21	16S	14	16S14	NA	NA	PL010
HDZ-418	2024-06-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-418-E1	2024-08-30	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		63	HDZ-418-E1-S351	2024-09-20	16S	6	16S6	NA	NA	PL016
HDZ-419	2024-06-25	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-419-E1	2024-08-30	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		76	HDZ-419-E1-S352	2024-09-20	16S	7	16S7	NA	NA	PL016
HDZ-420	2024-06-19	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-420-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		71	HDZ-420-S207	2024-08-16	16S	23	16S23	NA	NA	PL009
HDZ-421	2024-06-18	Unknown	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-421-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		34	HDZ-421-S222	2024-08-21	16S	15	16S15	NA	NA	PL010
HDZ-422	2024-06-16	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-422-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		107	HDZ-422-S291	2024-08-30	16S	15	16S15	NA	NA	PL013
HDZ-423	2024-06-17	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-423-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		77	HDZ-423-S223	2024-08-21	16S	16	16S16	NA	NA	PL010
HDZ-424	2024-05-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-424-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		43	HDZ-424-S224	2024-08-21	16S	17	16S17	NA	NA	PL010
HDZ-425	2024-05-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-425-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		55	HDZ-425-S225	2024-08-21	16S	18	16S18	NA	NA	PL010
HDZ-426	2024-05-08	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-426-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		41	HDZ-426-S226	2024-08-21	16S	19	16S19	NA	NA	PL010
HDZ-427	2024-06-07	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-427-E1	2024-08-30	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		91	HDZ-427-E1-S353	2024-09-20	16S	8	16S8	NA	NA	PL016
HDZ-428	2024-06-12	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-428-E1	2024-09-04	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		32	HDZ-428-E1-S354	2024-09-20	16S	9	16S9	NA	NA	PL016
HDZ-429	2024-06-16	Culi	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-429-E1	2024-09-04	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		28	HDZ-429-E1-S355	2024-09-20	16S	10	16S10	NA	NA	PL016
HDZ-430	2024-05-11	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-430-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		100	HDZ-430-S292	2024-08-30	16S	16	16S16	NA	NA	PL013
HDZ-431	2024-05-07	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-431-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		21	HDZ-431-S227	2024-08-21	16S	20	16S20	NA	NA	PL010
HDZ-432	2024-05-04	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-432-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		40	HDZ-432-S228	2024-08-21	16S	21	16S21	NA	NA	PL010
HDZ-433	2024-05-07	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-433-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		52	HDZ-433-S229	2024-08-21	16S	22	16S22	NA	NA	PL010
HDZ-434	2024-05-09	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-434-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		55	HDZ-434-S230	2024-08-21	16S	23	16S23	NA	NA	PL010
HDZ-435	2024-06-11	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-435-E1	2024-09-04	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		79	HDZ-435-E1-S356	2024-09-20	16S	11	16S11	NA	NA	PL016
HDZ-436	2024-06-04	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-436-E1	2024-09-04	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		78	HDZ-436-E1-S357	2024-09-20	16S	12	16S12	NA	NA	PL016
HDZ-437	2024-05-04	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-437-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		72	HDZ-437-S253	2024-08-21	16S	23	16S23	NA	NA	PL011
HDZ-438	2024-05-03	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-438-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		25	HDZ-438-S275	2024-08-30	16S	22	16S22	NA	NA	PL012
HDZ-439	2024-05-03	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-439-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		50	HDZ-439-S276	2024-08-30	16S	23	16S23	NA	NA	PL012
HDZ-440	2024-05-09	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-440-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		52	HDZ-440-S293	2024-08-30	16S	17	16S17	NA	NA	PL013
HDZ-441	2024-06-09	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-441-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		44	HDZ-441-S340	2024-09-09	16S	18	16S18	NA	NA	PL015
HDZ-442	2024-05-12	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-442-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		66	HDZ-442-S294	2024-08-30	16S	18	16S18	NA	NA	PL013
HDZ-443	2024-05-12	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-443-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		45	HDZ-443-S295	2024-08-30	16S	19	16S19	NA	NA	PL013
HDZ-444	2024-05-10	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-444-E1	2024-08-06	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		51	HDZ-444-S296	2024-08-30	16S	20	16S20	NA	NA	PL013
HDZ-445	2024-05-13	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-445-E1	2024-08-15	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		91	HDZ-445-S297	2024-08-30	16S	21	16S21	NA	NA	PL013
HDZ-446	2024-06-03	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-446-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		27	HDZ-446-S341	2024-09-09	16S	19	16S19	NA	NA	PL015
HDZ-447	2024-06-05	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-447-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		58	HDZ-447-S342	2024-09-09	16S	20	16S20	NA	NA	PL015
HDZ-448	2024-05-01	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-448-E1	2024-08-15	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		99	HDZ-448-S298	2024-08-30	16S	22	16S22	NA	NA	PL013
HDZ-449	2024-04-30	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-449-E1	2024-08-15	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		10	HDZ-449-S299	2024-08-30	16S	23	16S23	NA	NA	PL013
HDZ-450	2024-04-27	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-450-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		60	HDZ-450-S322	2024-09-06	16S	23	16S23	NA	NA	PL014
HDZ-451	2024-04-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-451-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		32	HDZ-451-S343	2024-09-09	16S	21	16S21	NA	NA	PL015
HDZ-452	2024-04-29	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-452-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		9	HDZ-452-S344	2024-09-09	16S	22	16S22	NA	NA	PL015
HDZ-453	2024-04-29	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-453-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		48	HDZ-453-S345	2024-09-09	16S	23	16S23	NA	NA	PL015
HDZ-454	2024-07-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-454-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		72	HDZ-454-E1-S358	2024-09-20	16S	13	16S13	NA	NA	PL016
HDZ-455	2024-07-24	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-455-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		25	HDZ-455-E1-S359	2024-09-20	16S	14	16S14	NA	NA	PL016
HDZ-456	2024-07-22	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-456-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		39	HDZ-456-E1-S360	2024-09-20	16S	15	16S15	NA	NA	PL016
HDZ-457	2024-07-21	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-457-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		66	HDZ-457-E1-S361	2024-09-20	16S	16	16S16	NA	NA	PL016
HDZ-458	2024-07-19	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-458-E1	2024-09-04	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		47	HDZ-458-E1-S362	2024-09-20	16S	17	16S17	NA	NA	PL016
HDZ-459	2024-07-18	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-459-E1	2024-09-04	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		88	HDZ-459-E1-S363	2024-09-20	16S	18	16S18	NA	NA	PL016
HDZ-460	2024-07-25	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-460-E1	2024-09-04	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		50	HDZ-460-E1-S364	2024-09-20	16S	19	16S19	NA	NA	PL016
HDZ-461	2024-07-20	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-461-E1	2024-09-12	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		19	HDZ-461-S369	2024-10-25	16S	1	16S1	NA	NA	PL017
HDZ-462	2024-07-14	Warble	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-462-E1	2024-09-12	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		37	HDZ-462-S370	2024-10-25	16S	2	16S2	NA	NA	PL017
HDZ-463	2024-07-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-463-E1	2024-09-12	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		46	HDZ-463-S371	2024-10-25	16S	3	16S3	NA	NA	PL017
HDZ-464	2024-06-11	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-464-E1	2024-09-12	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		36	HDZ-464-S372	2024-10-25	16S	4	16S4	NA	NA	PL017
HDZ-465	2024-07-09	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-465-E1	2024-09-12	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		36	HDZ-465-S373	2024-10-25	16S	5	16S5	NA	NA	PL017
HDZ-466	2024-07-23	Warble	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-466-E1	2024-09-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		46	HDZ-466-S374	2024-10-25	16S	6	16S6	NA	NA	PL017
HDZ-467	2024-07-15	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-467-E1	2024-09-09	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		10	HDZ-467-E1-S365	2024-09-20	16S	20	16S20	NA	NA	PL016
HDZ-468	2024-07-07	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-468-E1	2024-09-09	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		43	HDZ-468-E1-S366	2024-09-20	16S	21	16S21	NA	NA	PL016
HDZ-469	2024-07-06	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-469-E1	2024-09-09	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		51	HDZ-469-E1-S367	2024-09-20	16S	22	16S22	NA	NA	PL016
HDZ-470	2024-07-05	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-470-E1	2024-09-09	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		52	HDZ-470-E1-S368	2024-09-20	16S	23	16S23	NA	NA	PL016
HDZ-471	2024-07-03	Warble	yes	HDZ Keepers		0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-472	2024-07-10	Warble	yes	HDZ Keepers		0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-473	2024-07-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-473-E1	2024-09-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		80	HDZ-473-S375	2024-10-25	16S	7	16S7	NA	NA	PL017
HDZ-474	2024-06-15	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-474-E1	2024-09-24	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		55	HDZ-474-S376	2024-10-25	16S	8	16S8	NA	NA	PL017
HDZ-475	2024-06-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-475-E1	2024-09-24	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		75	HDZ-475-S377	2024-10-25	16S	9	16S9	NA	NA	PL017
HDZ-476	2024-08-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-476-E1	2024-09-25	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		49	HDZ-476-S378	2024-10-25	16S	10	16S10	NA	NA	PL017
HDZ-477	2024-08-06	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-477-E1	2024-09-25	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		73	HDZ-477-S379	2024-10-25	16S	11	16S11	NA	NA	PL017
HDZ-478	2024-08-11	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-478-E1	2024-09-25	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		48	HDZ-478-S380	2024-10-25	16S	12	16S12	NA	NA	PL017
HDZ-479	2024-08-28	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-479-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		56	HDZ-479-S381	2024-10-25	16S	13	16S13	NA	NA	PL017
HDZ-480	2024-09-04	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-480-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		52	HDZ-480-S382	2024-10-25	16S	14	16S14	NA	NA	PL017
HDZ-481	2024-09-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-481-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		51	HDZ-481-S383	2024-10-25	16S	15	16S15	NA	NA	PL017
HDZ-482	2024-07-30	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-482-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		68	HDZ-482-S384	2024-10-25	16S	16	16S16	NA	NA	PL017
HDZ-483	2024-08-02	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-483-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		78	HDZ-483-S385	2024-10-25	16S	17	16S17	NA	NA	PL017
HDZ-484	2024-08-12	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-484-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		103	HDZ-484-S386	2024-10-25	16S	18	16S18	NA	NA	PL017
HDZ-485	2024-08-26	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-485-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		61	HDZ-485-S387	2024-10-25	16S	19	16S19	NA	NA	PL017
HDZ-486	2024-09-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-486-E1	2024-09-25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		46	HDZ-486-S388	2024-10-25	16S	20	16S20	NA	NA	PL017
HDZ-487	2024-09-07	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-487-E1	2024-09-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		47	HDZ-487-S389	2024-10-25	16S	21	16S21	NA	NA	PL017
HDZ-488	2024-07-31	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-488-E1	2024-09-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		59	HDZ-488-S390	2024-10-25	16S	22	16S22	NA	NA	PL017
HDZ-489	2024-08-03	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-489-E1	2024-09-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		85	HDZ-489-S391	2024-10-25	16S	23	16S23	NA	NA	PL017
HDZ-490	2024-08-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-490-E1	2024-09-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		89	HDZ-490-S392	2024-10-29	16S	1	16S1	NA	NA	PL018
HDZ-491	2024-08-25	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-491-E1	2024-10-01	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		24	HDZ-491-S393	2024-10-29	16S	2	16S2	NA	NA	PL018
HDZ-492	2024-09-01	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-492-E1	2024-10-01	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		7	HDZ-492-S394	2024-10-29	16S	3	16S3	NA	NA	PL018
HDZ-493	2024-09-06	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-493-E1	2024-10-01	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		57	HDZ-493-S395	2024-10-29	16S	4	16S4	NA	NA	PL018
